reference,from_in_text_selection,article,quote,coder,page,reference_type
PMC5094519_MedCalc01,PMC5094519_JWC01,PMC5094519,"MedCalc 14.8.1; Ostend, Belgium",jackchristen,7,project_name
PMC5094519_Sigmaplot01,PMC5094519_JWC01,PMC5094519,"Sigmaplot 12.5 Systat Software, Inc, San Jose, CA",jackchristen,7,project_name
PMC5066446_R-2016,PMC5066446_EK01,PMC5066446,"R Development Core Team. R: a language and environment for the statistical computing [Internet]. Vienna, Austria: The R Foundation; c2016 [cited 2016 Aug 18]. Available from: https://www.r-project.org/.",evelynkue,7,publication
PMC2652046_Small-2004,PMC2652046_EK01,PMC2652046,"Small I, Peeters N, Legeai F, Lurin C.2004. Predotar: a tool forrapidly screening proteomes for N-terminal targeting sequences.Proteomics4,1581–1590.",evelynkue,6,publication
PMC5149064_Centers-2000,PMC5149064_MZ01,PMC5149064,"Centers for Disease Control - National Center for Health Statistics. CDC Growth Charts:United States, 2000.http://www.cdc.gov/growthcharts/clinical_charts.htm(AccessedJune 2, 2016).",oceanwall,4,project_page
10.3846%2Fjbem.2010.28_Schoop01,10.3846%2Fjbem.2010.28_JWC02,10.3846%2Fjbem.2010.28,"Schoop, M.; Jertila, A.; List, T. 2003. Negoisst: a negotiation support system for electronic busi-ness-to-business negotiations in e-commerce, Data & Knowledge Engineering 47(3): 371–401.",jackchristen,22,publication
PMC5226643_Ghiorso01,PMC5226643_JWC01,PMC5226643,"M. S. Ghiorso, M. M. Hirschmann, P. W. Reiners, V. C. Kress III, The pMELTS: A revision ofMELTS for improved calculation of phase relations and major element partitioning related topartial melting of the mantle to 3 GPa.Geochem. Geophys. Geosyst.3,1–35 (2002)",jackchristen,7,publication
PMC5419106_Faul-2007,PMC5419106_EK05,PMC5419106,"Faul F, Erdfelder E, Lang AG, Buchner A. G*Power 3: a flexible statistical power analysis program for the social, behavioral, and biomedical sciences. Behav Res Methods 2007;39:175-91.",evelynkue,6,publication
PMC4163634_BB01_Karabiber-2013,PMC4163634_BB01,PMC4163634,"Karabiber F, McGinnis JL, Favorov OV & WeeksKM (2013) QuShape: rapid, accurate, and best-practices quantification of nucleic acid probinginformation, resolved by capillary electrophoresis.RNA19,63–73.",brentbiglin,16,publication
PMC2447753_Will_2007,PMC2447753_TZ44,PMC2447753,"Will,S., Reiche,K., Hofacker,I.L., Stadler,P.F. and Backofen,R.(2007) Inferring non-coding RNA families and classes by means ofgenome-scale structure-based clustering. PLOSComput. Biol.,3.",realrichardparker,5,publication
PMC3198286_Zhao-2009,PMC3198286_MD03,PMC3198286,"hao P, Alsop D, Abduljail A, et al. Alteredvasoreactivity  and  peri-infarct  hyper-intensities affect multiple territories instroke. Neurology 2009;72:643–649",mrcyndns,4,publication
10.3846%2Fjbem.2010.28_Wachowicz01,10.3846%2Fjbem.2010.28_JWC11,10.3846%2Fjbem.2010.28,"Wachowicz, T. 2008. NegoCalc: Spreadsheet Based Negotiation Support Tool with Even-Swap Analysis, in J. Climaco, G. Kersten, J. P. Costa. Group Decision and Negotiation 2008: Proceed-ings– Full Papers. INESC Coimbra, 323–329.",jackchristen,22,publication
PMC2978351_Petterson_2004,PMC2978351_RA02,PMC2978351,"Pettersen,E.F., Goddard,T.D., Huang,C.C., Couch,G.S.,Greenblatt,D.M., Meng,E.C. and Ferrin,T.E. (2004)
     UCSFChimera–a visualization system for exploratory research andanalysis.J. Comput. Chem.,25, 1605–1612.",raghu-achukola,10,publication
PMC1747177_Delcher-2002,PMC1747177_MS03,PMC1747177,"Delcher,A.L., Phillippy,A., Carlton,J. and Salzberg,S.L. (2002) Fastalgorithms for large-scale genome alignment and comparison.NucleicAcids Res.,30, 2478–2483.",mjsong1201,5,publication
PMC1747177_Altschul-1990,PMC1747177_MS03,PMC1747177,"Altschul,S.F., Gish,W., Miller,W., Myers,E.W. and Lipman,D.J. (1990)Basic local alignment search tool.J. Mol. Biol.,215, 403–410.",mjsong1201,5,publication
PMC2773253_Cattley-2007,PMC2773253_TL17,PMC2773253,"Cattley,S. and Arthur,J. (2007) BioManager: the use of a bioinformatics web application
as a teaching tool in undergraduate bioinformatics training. Brief. Bioinform., 8,
457–465.",tonyli0409,7,publication
PMC3392846_NationalHeartLungandBloodInstitute,PMC3392846_MD02,PMC3392846,"National Heart, Lung, and Blood Institute.Risk Assessment Tool for Estimating10-year Risk of Developing Hard CHD. http://hp2010.nhlbihin.net/atpiii/calculator.asp?usertype¼prof (accessed 23 Dec 2011).",mrcyndns,8,project_page
PMC3013778_Jorgensen-2009,PMC3013778_MZ02,PMC3013778,"Jorgensen,M.G., Pandey,D.P., Jaskolska,M. and Gerdes,K. (2009)HicA ofEscherichia colidefines a novel family oftranslation-independent mRNA interferases in bacteria andarchaea.J. Bacteriol.,191, 1191–1199.",oceanwall,5,publication
PMC3013778_Pandey-2005,PMC3013778_MZ02,PMC3013778,"Pandey,D.P. and Gerdes,K. (2005) Toxin-antitoxin loci are highlyabundant in free-living but lost from host-associated prokaryotes.Nucleic Acids Res.,33, 966–976.",oceanwall,5,publication
J_Chem_Phys_122_114903_van_der_Vaart_2005,PMC2447781_CT37,PMC2447781,"van der Vaart,A. and Karplus,M. (2005) Simulation of conforma-tional transitions by the restricted perturbation-targeted moleculardynamics method.J. Chem. Phys.,122, 114903",ctjoe,6,publication
PMC5143422_Volkov-2003,PMC5143422_HR15,PMC5143422,"57 Volkov VV, Svergun DI. Uniqueness of ab initio shape deter-mination in small-angle scattering. J Appl Crystallogr 2003; 36:860-864.",henryrossiter,15,publication
PMC5238813_Cologne-2010,PMC5238813_RA11,PMC5238813,"Rsymbolic Project. Cologne University of Applied Sciences. C2010-13. Available from:
    https://cran.r-project.org/web/packages/rgp/vignettes/rgp_introduction.pdf. Accessed October 27, 2016",raghu-achukola,7,project_page
PMC4583706-Fortin-2014,PMC4583706_MS03,PMC4583706,"J.P. Fortin, E. Fertig, K. Hansen, shinyMethyl: interactive quality control of Illumina450 k DNA methylation arrays in R. F1000Research 3 (2014) 175.",mjsong1201,4,publication
PMC3935166_Caldwell-2007,PMC3935166_MZ06,PMC3935166,CaldwellJE.ClickersintheLargeClassroom:CurrentResearchandBest-PracticeTips.CellBiolEduc.2007;6(1):9–20.DOI:10.1187/cbe.06-12-0205,oceanwall,6,publication
PMC1636350_DO-2005,PMC1636350_CM21,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",anneclarisse,11,publication
PMC2556094_CCP4-1994,PMC2556094_HR03,PMC2556094,CCP4 (1994) Programs for protein crystallography.Acta CrystallogrD Biol Crystallogr50:760–763,henryrossiter,9,publication
PMC4163634_Darty-2009,PMC4163634_MD02,PMC4163634,"Darty K, Denise A & Ponty Y (2009) VARNA:interactive drawing and editing of the RNA secondarystructure.Bioinformatics25, 1974–1975",mrcyndns,16,publication
10.3846%2Fjbem.2010.20_Xie-2003,10.3846%2Fjbem.2010.20_TL03,10.3846%2Fjbem.2010.20,"Xie, Y. 2003. GIS in online community decision support, in Conference Proceedings of Second Annual
Public Participation GIS Conference, July 20–22, 2003. Portland State University, Portland, USA.",tonyli0409,13,publication
PMC3246293_Borlawsky_et_al-2011,PMC3246293_JS01,PMC3246293,"Borlawsky, T. B., Lele, O., Jensen,
D., Hood, N. E., and Wewers,
M. E. (2011). Enabling distributed
electronic research data collection
for a rural Appalachian
tobacco cessation study. J. Am. Med.
Inform. Assoc. doi:10.1136/amiajnl-
2011-000354. [Epub ahead of print].",jaskiratsingh23,8,publication
PMC4816756_Du-2008,PMC4816756_MZ04,PMC4816756,"Du,P.,Kibbe,W.,Lin,S.,2008.Lumi: a pipeline for processing Illumina microarray.Bioinformatics 24, 1547–1548.",oceanwall,9,publication
PMC4016806_JS01_Schneider_CARW-2012,PMC4016806_JS01,PMC4016806,"Schneider CARW, Eliceiri KW. NIH Image to ImageJ: 25
years of image analysis. Nat Methods 2012; 9:671-5. [PMID:
22930834].",jaskiratsingh23,12,publication
PMC5129524_Krogh01,PMC5129524_JWC08,PMC5129524,"Krogh  A,   Larsson  B,   von   Heijne  G,  Sonnhammer   ELL.  2001.Predicting transmembrane protein topology with a hidden Markovmodel:  application  to  complete  genomes.  J  Mol  Biol  305:567–580.",jackchristen,16,publication
PMC2853139_Allalou01,PMC2853139_JWC04,PMC2853139,"Allalou,A. and Wahlby,C. (2009) BlobFinder, a tool forfluorescence microscopy image cytometry.Comput. MethodsPrograms Biomed.,94, 58–65.",jackchristen,10,publication
PMC3644108_Brun01,PMC3644108_JWC01,PMC3644108,"Brun, R., Bruyant, F., Maire, M., McPherson, A. C. & Zanarini, P.GEANT 3:User’s Guide Geant 3.10, Geant 3.11; rev. version(CERN, 1987)",jackchristen,8,user_guide
PMC5143422_Jones-1997,PMC5143422_HR08,PMC5143422,"50 Jones G, Willett P, Glen RC, Leach AR, Taylor R. Develop-ment and validation of a genetic algorithm for flexible dock-ing. J Mol Biol 1997; 267:727-748.",henryrossiter,15,publication
PMC3575798_Lavery-1989,PMC3575798_BB05,PMC3575798,"Lavery,R. and Sklenar,H. (1989) Defining the structure ofirregular nucleic acids: conventions and principles.J. Biomol.Struct. Dyn.,6, 655–667.",brentbiglin,9,publication
PMC1635254_Stajich-2002,PMC1635254_MS03,PMC1635254,"Stajich,J.E., Block,D., Boulez,K., Brenner,S.E., Chervitz,S.A.,Dagdigian,C., Fuellen,G., Gilbert,J.G.R., Korf,I., Lapp,H.et al.(2002)The bioperl toolkit: Perl modules for the life sciences.Genome Res.,12, 1611–1618.",mjsong1201,11,publication
2001-40-MOL_ECOL_Excoffier-1992,a2001-40-MOL_ECOL_MD05,a2001-40-MOL_ECOL,"Excoffier L, Smouse PE, Quattro JM (1992) Analysis of molecular variance from metric distances among DNA haplotypes: applica-tion to human mitochondrial DNA restriction data. Genetics,131, 479 – 491",mrcynds,13,publication
PMC4740966_JOIN1,PMC4740966_JWC02,PMC4740966,"Joinpoint   Regression   Program,   Version   4.0.1 -January   2013; Statistical Methodology   and   Applications   Branch   and   Data Modeling Branch, Surveillance Research Program National Cancer Institute 2013.",jackchristen,9,project_page
a2010-05-BMC_MOL_BIOL-Hellemans-2007,a2010-05-BMC_MOL_BIOL_SK10,a2010-05-BMC_MOL_BIOL,"Hellemans J, Mortier G, De Paepe A, Speleman F, Vandesompele J:qBaserelative quantification framework and software for management andautomated analysis of real-time quantitative PCR data.Genome Biology2007,8(2):R19",shruthikrish,13,publication
PMC3035800_Sacan-2008,PMC3035800_SK04,PMC3035800,"Sacan,A.et al.(2008) Celltrack: an open-source software for cell tracking and motilityanalysis.Bioinformatics,24, 1647–1649.",raghu-achukola,8,publication
PMC3035800_Sacan-2008,PMC3035800_SK04,PMC3035800,"Sacan,A.et al.(2008) Celltrack: an open-source software for cell tracking and motilityanalysis.Bioinformatics,24, 1647–1649.",shruthikrish,8,publication
PMC3035800_Sacan-2008,PMC3035800_SK04,PMC3035800,"Sacan,A. et al. (2008) Celltrack: an open-source software for cell tracking and motility
analysis. Bioinformatics, 24, 1647–1649.",raghu-achukola,8,publication
PMC3035800_Sacan-2008,PMC3035800_SK04,PMC3035800,"Sacan,A. et al. (2008) Celltrack: an open-source software for cell tracking and motility
analysis. Bioinformatics, 24, 1647–1649.",shruthikrish,8,publication
PMC3829989_Molecular_2012,PMC3829989_PS05,PMC3829989,"Molecular Operating Environment (MOE), 2012.10; Chemical Computing Group Inc., 1010 Sherbooke St. West, Suite #910, Montreal, QC, Canada, H3A2R7; 2012.",ppseguel,3,project_name
PMC4815944_EDEN,PMC4815944_FJ01,PMC4815944,Steering Committee. European Dermato- Epidemiological Network – EDEN. Available from: http://eden.dermis.net/. Accessed on 15 January 2016,jasleen29,8,project_name
PMC5143422_Konarev-2003,PMC5143422_HR10,PMC5143422,"Konarev PV, Volkov VV, Sokolova AV, Koch MHJ, Svergun DI. PRIMUS: a Windows PC-based system for small-angle scattering data analysis. J Appl Crystallogr 2003; 36:1277-1282.",henryrossiter,15,publication
PMC5210542_Jenjaroenpun01,PMC5210542_JWC10,PMC5210542,"Jenjaroenpun,P., Wongsurawat,T., Yenamandra,S.P. andKuznetsov,V.A. (2015) QmRLFS-finder: a model, web server andstand-alone tool for prediction and analysis of R-loop formingsequences.Nucleic Acids Res.,43, W527–W534.",jackchristen,8,publication
PMC4797302_Beygelzimer01,PMC4797302_JWC16,PMC4797302,"Beygelzimer,A., Kakadet,S., Langford,J., Arya,S., Mount,D. andLi,S. (2013)FNN: Fast Nearest Neighbor Search Algorithms andApplications. R package version 1.1",jackchristen,8,publication
PMC2935446_Schlessinger-2007b,PMC2935446_AN48,PMC2935446,"Schlessinger,A. et al. (2007b) Natively unstructured loops differ from other loops. PLoS Comput. Biol., 3, e140.",ankimnguyen,8,publication
PMC3365791_eHealth_ND,PMC3365791_TZ21,PMC3365791,eHealth Insider. EMIS seeks 100 pilot practices for patientrecord access. http://www.ehi.co.uk/news/primary-care/2685,realrichardparker,3,publication
PMC3013778_Sevin-2007,PMC3013778_MZ22,PMC3013778,"Sevin,E.W. and Barloy-Hubler,F. (2007) RASTA-Bacteria: aweb-based tool for identifying toxin-antitoxin loci in prokaryotes.Genome Biol.,8, R155.",oceanwall,5,publication
a2001-40-Posada-1998,a2001-40-MOL_ECOL_MJ04,a2001-40-MOL_ECOL,"Posada D, Crandall KA (1998) Modeltest: testing the model ofDNA substitution. Bioinformatics, 14, 817 – 818.",mjsong1201,14,publication
PMC3198286_Last-2007,PMC3198286_MD02,PMC3198286,"Last D, Alsop DC, Abduljalil AM, et al.Global and regional effects of type 2 di-abetes on brain tissue volumes and cere-bral vasoreactivity. Diabetes Care 2007;30:1193–1199",mrcyndns,4,publication
PMC3384331_Bendtsen-2004,PMC3384331_MZ11,PMC3384331,"Bendtsen,J.D., Nielsen,H., von Heijne,G. and Brunak,S. (2004)Improved prediction of signal peptides: SignalP 3.0.J. Mol. Biol.,340, 783–795.",oceanwall,11,publication
pmcid:PMC5073050_Curry-2010,PMC5073050_MZ02,PMC5073050,"Curry, F.R. & Adamson, R.H. 2010. Vascular permeabilitymodulation at the cell, microvessel, or whole organ level:towards closing gaps in our knowledge.Cardiovasc Res87, 218–229.",oceanwall,11,publication
PMC3589787_Katoh-2002,PMC3589787_BB02,PMC3589787,"Katoh K, Misawa K, Kuma K, Miyata T. 2002. MAFFT: a novel method for
rapid multiple sequence alignment based on fast Fourier transform. Nucleic
Acids Research 30: 3059–3066.",brentbiglin,15,publication
PMC3589787_Katoh-2002,PMC3589787_BB02,PMC3589787,"Katoh K, Misawa K, Kuma K, Miyata T. 2002. MAFFT: a novel method for
rapid multiple sequence alignment based on fast Fourier transform. Nucleic
Acids Research 30: 3059–3066.",mjsong1201,15,publication
PMC3589787_Katoh-2002,PMC3589787_BB02,PMC3589787,"KatohK,MisawaK,KumaK,MiyataT.2002.MAFFT:anovelmethodforrapidmultiplesequencealignmentbasedonfastFouriertransform.NucleicAcidsResearch30:3059–3066.",brentbiglin,15,publication
PMC3589787_Katoh-2002,PMC3589787_BB02,PMC3589787,"KatohK,MisawaK,KumaK,MiyataT.2002.MAFFT:anovelmethodforrapidmultiplesequencealignmentbasedonfastFouriertransform.NucleicAcidsResearch30:3059–3066.",mjsong1201,15,publication
PMC1636350-Do-2005,PMC1636350_MS106,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",mjsong1201,3,publication
PMC3177212_Beitz01,PMC3177212_JWC07,PMC3177212,"Beitz,E. (2000) TEXshade: shading and labeling of multiplesequence alignments using LATEX2 epsilon.Bioinformatics,16,135–139.",jackchristen,12,publication
a2010-05-BMC_MOL_BIOL-Hellemans-2007,a2010-05-BMC_MOL_BIOL_SK05,a2010-05-BMC_MOL_BIOL,"Hellemans J, Mortier G, De Paepe A, Speleman F, Vandesompele J:qBaserelative quantification framework and software for management andautomated analysis of real-time quantitative PCR data.Genome Biology2007,8(2):R19",shruthikrish,13,publication
a2010-05-BMC_MOL_BIOL-Vandesompele-2002,a2010-05-BMC_MOL_BIOL_SK05,a2010-05-BMC_MOL_BIOL,"Vandesompele J, De Preter K, Pattyn F, Poppe B, Van Roy N, De Paepe A,Speleman F:Accurate normalization of real-time quantitative RT-PCRdata by geometric averaging of multiple internal control genes.GenomeBiol2002,3(7):RESEARCH0034",shruthikrish,12,publication
PMC2626662_Otwinowski01,PMC2626662_JWC15,PMC2626662,"Otwinowski ,  Z. , and  W. Minor .  1997 .  Processing of X-ray diff raction data collected in oscillation mode. Methods Enzymol.276 : 307 – 326 ",jackchristen,11,publication
10.1257%2Fjep.23.3.37_Sears-2005,10.1257%2Fjep.23.3.37_TL02,10.1257%2Fjep.23.3.37,"
Sears, Jay. 2005. “The Evolution of Contextual
Advertising.” Upgrade Magazine, April/May.
Available at: http://www.contextweb.com/pdf/
UpgradeMagazine.pdf.",tonyli0409,24,publication
PMC3505860_Huang_2009,PMC3505860_RA01,PMC3505860,"HuangdaW,ShermanBT,LempickiRA:Systematic andintegrative analysis of large gene lists using DAVID bioinfor-matics resources.Nature protocols2009,4:44-57",raghu-achukola,6,publication
PMC3575798_Murshudov-1997,PMC3575798_BB02,PMC3575798,"Murshudov,G.N., Vagin,A.A. and Dodson,E.J. (1997)Refinement of macromolecular structures by the maximum-likelihood method.Acta Crystallogr. D Biol.Crystallogr.,53, 240–255.",brentbiglin,9,publication
PMC3251324_Ronquist-2003,PMC3251324_MS02,PMC3251324,"Ronquist F, Huelsenbeck JP. 2003. MrBayes3: Bayesian phylogenetic infer-ence under mixed models. Bioinformatics 19: 1572 –1574.",mjsong1201,11,publication
PMC2890158_Thompson-1997,PMC2890158_AN02,PMC2890158,"Thompson JD, Gibson TJ, Plewniak F, Jeanmougin F, Higgins DG. 1997. The CLUSTAL_X Windows interface: flexible strategies for multiple sequence alignment aided by quality analysis tools. Nucleic Acids Research 25, 24: 4876 – 4882.",ankimnguyen,11,publication
PMC2935446_Schlessinger-2007b,PMC2935446_AN13,PMC2935446,"Schlessinger,A. et al. (2007b) Natively unstructured loops differ from other loops. PLoS Comput. Biol., 3, e140.",ankimnguyen,8,publication
PMC2556094_Adams-2002,PMC2556094_HR02,PMC2556094,"Adams PD, Grosse-Kunstleve RW, Hung LW, Ioerger TR, McCoy AJ,Moriarty NW, Read RJ, Sacchettini JC, Sauter NK, Terwilliger TC(2002)  PHENIX:  building  new  software  for  automated  crystal-lographic   structure   determination.Acta  Crystallogr  D  BiolCrystallogr58:1948–1954",henryrossiter,9,publication
PMC1636350_KABSCH-1985,PMC1636350_CM12,PMC1636350,"Kabsch,W. and Sander,C. (1985) Identical pentapeptides with differentbackbones.Nature,317, 207.",anneclarisse,11,publication
PMC5129524_Peterson01,PMC5129524_JWC09,PMC5129524,"Petersen  TN,  Brunak  S,  von  Heijne  G,  Nielsen  H.  2011.  SignalP4.0: discriminating signal peptides from transmembrane regions.Nat Methods 8:785–786.",jackchristen,16,publication
