selection,coder,article,quote,page,mention_type,certainty,memo
PMC4785322_HR01,henryrossiter,PMC4785322,The ran-domisation  code  will  be  produced  by  validatedprogrammes based on the Statistical Analysis System(SAS).,7,software,9,"I believe they are referring to SAS, the program that I have seen referenced many times"
PMC3630384_MS01,mjsong1201,PMC3630384,"We aligned the sequencing reads to the human reference genome (hg 19, GRCh37) from USCC by BWA 0.6.2 [12] (Figs. 1 and 2).",2,software,10,"BWA is a software package for mapping low-divergent sequences against a large reference genome, such as the human genome."
PMC5054108_JWC52,jackchristen,PMC5054108,We selected 29 eukaryote proteomes available fromthe EBI Intergr8 portal (19) for large-scale analysis.,5,software,8,looked it up
PMC2731890_FJ19,jasleen29,PMC2731890,That means that PlatProm scores around real TSPs are higher than background values.,6,software,10,"verified by google, pattern recognition software"
PMC3776217_PS02,ppseguel,PMC3776217,"Using ImageJ software, five digital images of each bacteria/probe sample were randomly selected; the bacterial clusterswithin each image field were digitally encircled as regions of interest and theaverage area of these clusters was calculated.",3,software,10,Open software
PMC5207597_CB01,carsonbrown19,PMC5207597,"The macula thickness and the outer rings,
bounded by 3 and 6mm concentric circles, were constructed
using the automated software algorithm.",2,software,10,context
PMC3763098_JWC03,jackchristen,PMC3763098,Periodicals are required to meet certain technical standards to be readable by online software.,1,software,10,called software
PMC4640439_MZ02,oceanwall,PMC4640439,"Forquantification of P-Smad2 intensity in deep cells, MetaMorph Software(Molecular Devices) was used to generate P-Smad2 to DAPI ratios from atleast three single optical slices per embryo, in three individual DMSO or SB-505124 treated, 50% epiboly embryos.",11,software,10,itm explicitly refers to software
PMC1635254_MS04,mjsong1201,PMC1635254,Repetitive sequences were identified usingrepeatmasker(http://www.repeatmasker.org).,2,software,7,"a popular software tool widely used in computational genomics to identify, classify, and mask repetitive elements, including low-complexity sequences and interspersed repeats"
PMC5054108_JWC20,jackchristen,PMC5054108,"ince big-πand GPI-SOMrequire the use of SignalP (18) for the N-terminal sig-nal peptide prediction,",4,software,8,looked it up
PMC1950546_JWC03,jackchristen,PMC1950546,Secondarystructure predictions according to SSpro (33) and Jpred (34) are indicated above the alignment.,3,software,7,looked it up
PMC5054038_TZ06,realrichardparker,PMC5054038,"The routine is implemented in  Java using the supplied   pseudo random number   generator   and the transformation  function  Ijava.util.Random.next Gaussian()], which implements the Polar  Method by Box et al [http://java.sun.com/j2se/l.4.2/docs/api/ java/util/Random.html#nextGaussian()] . ",18,software,10,"Another mention of Java, well known programming language"
PMC5390613_MS07,mjsong1201,PMC5390613,Gd-EOB-DTPA-enhanced axial images obtained during the HB phase MR image were obtained in Digital Imaging and Communications in Medicine format and stored on console containing the MATLAB-based program,4,software,10,their own software based on MATLAB
PMC4938145_JS03,jaskiratsingh23,PMC4938145," The analysis was performed using
a Becton Dickinson LSR II instrument equipped with Diva
software.",4,software,10,mentioned as a software
PMC5419227_YK06,yashkar,PMC5419227,"in the initial
evaluation were criticized with the AMSTAR
tool by three researchers",4,software,10,Googled
PMC2815316_JWC05,jackchristen,PMC2815316,"They are “Cali and Friends”, “Food Pyramid”, “Nutrition Safari”, “Guideline of Diet Plan”, “Guideline of Nutrition Intake”, “Guideline of Nutrition Ingredient”, “Nutrition Manifest” and “NutriEval”.",2,software,7,called program
PMC3337072_MZ03,oceanwall,PMC3337072,"Briefly,  probe  intensity  data  from  Rat  230v2Affymetrix GeneChip  arrays were read into the R softwareenvironment  (http://www.R-project.org)  directly  from  .CELfiles  using  the  R/affy  package.33",2,software,10,R/affy is clearly defined as a software package related to R
PMC3281721_JWC06,jackchristen,PMC3281721,the residues within 4 Å from AMF-26 were optimized toreduce the root mean square of the gradients of potentialenergy below 0.05 kcal mol1Å1using SYBYL,3,software,8,looked it up
PMC4269546_MS04,mjsong1201,PMC4269546,"The resulting MEG data were low-passfiltered at 40 Hz in forwardand reverse directions using afifth-order Butterworth digitalfilter,epoched from−200 to 600 ms, and downsampled to 100 Hz usingSPM8 (Wellcome Institute of Imaging Neuroscience, London, UK).",3,software,7,Statistical Parametric Mapping
PMC3481138_RA02,raghu-achukola,PMC3481138,Photomicrographs wereacquired with LAS AF Software (Leica Microsystems).,9,software,10,says software
PMC5111494_TZ02,realrichardparker,PMC5111494,"Statistical analyses was performed using the Statistical Package for Social Sciences for Windows (SPSS, IBM Version 20.0). ",3,software,10,"Statistical analyiss Package, for a operating system, also given a version number"
PMC4967653_MD02,mrcyndns,PMC4967653,"The following methods were used for statistical analy-sis: STATISTICA release 10 from Stat Soft Poland, SAS System 10.0 SAS Institute Inc. Institute of Rheumatology, Warsaw, Poland. ",2,software,9,I looked it up on google and it appears to stand for Statistical Analysis Software
PMC2475704_CM06,anneclarisse,PMC2475704,Absolute analysis of Affymetrix image datawere done using Affymetrix Microarray Suite 4.0.,3,software,10,Google
PMC3245093_JWC02,jackchristen,PMC3245093,"The authors of theGeneWiki  project  have  developed  the  WikiTrustresource (3), which works via a Firefox plug-in,",2,software,8,looked it up
PMC1636350_MS52,mjsong1201,PMC1636350,"Among the other programs tested (ProbCons, severaloptions of MAFFT, MUSCLE and ClustalW), MAFFT withoptions [lg]insi usually gives the best performance.",6,software,10,MAFFT is a multiple sequence alignment program for unix-like operating systems.
PMC5109890_SK01,shruthikrish,PMC5109890,"Statistical analyses were performed using SPSS 19.0 (Statistical Product and Service Solutions, IBM Corporation, Armonk, NY, USA).",2,software,9,has version number
PMC3322527_CB20,courtneybroderick,PMC3322527,". Only TGFβ1 and
TGFβ2 treatments were represented in (A) due to their statistically
significant p-values detected by dChip.",5,software,10,Another mention of dChip.
PMC3628511_JWC04,jackchristen,PMC3628511,The data were processed using SPCImage (Becker & Hickl GmbH) fitting the time-correlated photon count data,11,software,7,looked it up
PMC5109890_BB01,brentbiglin,PMC5109890,"Statistical analyses were performed using SPSS 19.0 (Statistical Product and Service Solutions, IBM Corporation, Armonk, NY, USA).",2,software,10,it says it's software
PMC3223056_MS16,mjsong1201,PMC3223056,"The population structure was calculatedusing these SSR markers and the softwareSTRUCTURE2.3.2(Pritchardet al., 2000).",11,software,10,a free software package for using multi-locus genotype data to investigate population structure
PMC3516051_MS01,mjsong1201,PMC3516051,"Statistical analysis was performed by a biostatistician using multiple procedures including chi-square, Mantel-Hanszel chi-square, phi coefficient, contingency coefficient, probability table and two-sided paired t test.",4,software,10,"it doesn't mention the name of software, but it seems that some kind of biostatistician software is used to conduct a statistical analysis"
PMC5339831_SK06,shruthikrish,PMC5339831,"Proteins were identified by a database search of the fragment spectra against the National SwissProt protein database (EBI) using Mascot v.2.3 (Matrix Science, London, UK) and Sequest (v.1.20) via Proteome Discoverer v.1.3 (Thermo Fisher Scientific).",20,software,9,has version number
PMC3322527_CB37,courtneybroderick,PMC3322527,"NS, non-significant expression detected by dChip.",22,software,10,"A final mention of dChip at the end of the article, after the references pages."
PMC3400965_AN05,ankimnguyen,PMC3400965,"Mapping of the RNA-Seq data was performed using the TopHat program (Trapnell et al., 2009) ",2,software,10,Googke search
PMC4475901_FJ04,jasleen29,PMC4475901,The software compares the MASCOT peptide sequences derived from spectra with those in libraries for protein identification,4,software,10,verified
PMC1636350_MS81,mjsong1201,PMC1636350,MUMMALS aligns  ‘FAD_binding_6’  and  ‘NAD_binding_1’  for  the  twogroups  and  thus  misaligned  the  ‘fer2’  domain.,7,software,10,"They have developed MUMMALS, a program to construct multiple protein sequence alignment using probabilistic consistency."
PMC1636350_CM53,anneclarisse,PMC1636350,"Among the other programs tested (ProbCons, severaloptions of MAFFT, MUSCLE and ClustalW), MAFFT withoptions [lg]insi usually gives the best performance.",6,software,10,Google
PMC2881388_CB04,courtneybroderick,PMC2881388,"This
library is based on the Python package NetworkX (Hagberg et al., 2008).",2,Software,10,Software under Python program package.
PMC3193002_SK01,shruthikrish,PMC3193002,"For data analysis using GeneSpring GX 7.3.1 (Agilent Technolo-gies, Palo Alto, CA), a genome array file containing all the datafor each of the oligos represented in the array was uploaded.",3,software,9,has a version number
PMC1635254_TZ01,realrichardparker,PMC1635254,aligned by BLAST (20) against the NCBI v.35 human genome assembly.,2,other,7,Found that the NCBI v.35 human genome assembly was a dataset or model
PMC3935166_MZ05,oceanwall,PMC3935166,"ARsystemstypicallyconsistofanhardwaretransmitter(“clicker”)thatiscontrolledbythestudent,aradio-frequencyreceiverandacomputerwithsoftwaretodisplayvotingresultsduringthepresentationbytheinstructor,e.g.ashistogramofresponses[3].",1,software,10,itm explicitly refers to software
PMC2768165_SG01,sonakshigarg23,PMC2768165,"followed by post hoc comparisons between concerned study groups (Statistica V6.0, StatSoft,
OK). A two-tailed P value of 0.05 was used to indicate statistical significance",2,software,10,Used google to find out whether its a software or not
PMC3085624_EK01,evelynkue,PMC3085624,"Statistical analysis was performed by use of Student’s t-test or Welch’s t-test or Fisher’s exact test with the JSTAT - Java Virtual Machine Statistics Monitoring Tool (Sun Microsystems, Inc., Santa Clara, CA, USA)",2,software,9,Java is software.
PMC4819867_MS03,mjsong1201,PMC4819867,"Statistical analyses were carried out using Stata (Version 13.1; StataCorp LP, College Station, TX, USA) and SPSS (Version 22; release 22.0.0.0, IBM Corp, New York, USA). ",5,software,10,"a predictive analytics software that provides statistical analysis/reporting, predictive modeling, data mining, decision management/deployment"
PMC1636350_MS08,mjsong1201,PMC1636350,"We show that (i) on remote homologs, MUMMALSachieves statistically best accuracy among severalleading aligners, such as ProbCons, MAFFT and MUSCLE, albeit the average improvement is small,in the order of several percent; (ii) a large collection(.10 000) of automatically computed pairwise struc-ture alignments of divergent protein domains issuperior to smaller but carefully curated datasetsfor estimation of alignment parameters and perfor-mance tests; (iii) reference-independent evaluationof alignment quality using sequence alignment-dependent structure superpositions correlates wellwith reference-dependent evaluation that comparessequence-based  alignments  to  structure-basedreference alignments.",1,software,10,"MUSCLE is one of the best-performing multiple alignment programs according to published benchmark tests, with accuracy and speed that are consistently better than CLUSTALW."
